,featureID,State,ID,RiverName,RunName,Put In,Take Out,Class,nameNWM,distance
25,18563183.0,AL,2995,Graves Creek ,1st bridge upstream to Locust Fork,"['34.0447', '-86.572']","['34.0239', '-86.5735']",III,Graves Creek,0.002708302051101875
26,19619248.0,AL,4443,Guess Creek ,State Highway 146 to County Road 20,"['34.853698730469', '-86.114303588867']","['34.7672996521', '-86.175498962402']",III-IV+,Guess Creek,0.018971292508605887
27,22203111.0,AL,3616,Gulf Creek ,Loop Rd to Beason Cove Rd,"['33.927200317383', '-86.274803161621']","['33.917701721191', '-86.251602172852']",V+,Gulf Creek,0.002947236911060341
28,8626635.0,AL,3617,Gurley Creek ,Narrows Rd to State Rte 79,"['33.784599304199', '-86.652397155762']","['33.793300628662', '-86.686500549316']",II-III,Jasper Creek,0.007534426919139023
29,22272886.0,AL,2997,Hatchet Creek ,Hwy 280 to Hwy 231,"['33.035999298096', '-86.123100280762']","['32.94340133667', '-86.203002929688']",I(II),Hatchet Creek,0.00017842459745334323
31,19650098.0,AL,2733,Hog Creek ,Fairview Rd. to Spring Creek,"['34.252498626709', '-86.339164733887']","['34.25972366333', '-86.383056640625']",III,Hog Creek,0.007425712912827086
32,19744746.0,AL,3902,Honeycomb Creek ,CR 593 to CR 5,"['34.496799468994', '-86.241500854492']","['34.463798522949', '-86.263397216797']",IV-V,Honeycomb Creek,4.318611141771196
34,18578643.0,AL,10765,Hubbard Creek ,Kinlock Falls,"['34.3088', '-87.5023']","['34.3088', '-87.5023']",III+,Hubbard Creek,0.002198462189798864
35,15820271.0,AL,10933,Hurricane Creek (Dekalb Co.) ,Desoto Parkway to Oak Hill Road NE,"['34.476001739502', '-85.629997253418']","['34.465999603271', '-85.625']",III+,Hurricane Creek,0.009831677636158413
36,15820363.0,AL,10934,Hurricane Creek (Dekalb Co.) ,Oak Hill Road NE to Little River,"['34.465999603271', '-85.625']","['34.421001434326', '-85.600997924805']",IV,Hurricane Creek,0.0008131866325764567
37,23017962.0,AL,3813,Johnnies Creek ,1. Upper Upper - CR 43 to CR 47,"['', '']","['34.337501525879', '-85.75350189209']",III-IV,Hangman Creek,0.0020017980190725803
38,4269066.0,AL,3544,Johnnies Creek ,2. Upper - CR 47 to Canyon Rim Road,"['34.3375', '-85.7535']","['34.3183', '-85.7178']",II-III,Clarks Fork Yellowstone River,0.0013383930663388279
40,19645580.0,AL,2707,Jones Creek ,Hwy 71 to BSA camp,"['34.646499633789', '-85.842903137207']","['34.658798217773', '-85.907501220703']",V+,Jones Creek,0.003479720426979619
41,22204305.0,AL,3906,Kelly Creek ,Hwy 78 to Winnataska Drive,"['33.5785', '-86.459']","['33.5687', '-86.4459']",III-IV,Kelly Creek,0.00026400757564386604
42,19645916.0,AL,2734,Kirby Creek ,Rock City to South Sauty Creek,"['34.532501220703', '-85.950798034668']","['34.49829864502', '-85.965896606445']",II-III,Kirby Creek,0.0030903612685161765
43,18588612.0,AL,3618,Lick Creek ,State Rte. 91 to County Road 783,"['34.149600982666', '-86.620002746582']","['34.116100311279', '-86.634101867676']",II-III,Lick Creek,0.011416965298727209
44,22200327.0,AL,3619,Line Creek ,Egypt Rd to Littleton Rd,"['34.095100402832', '-86.121803283691']","['34.06660079956', '-86.125999450684']",III-IV,Line Creek,0.0026121552087251163
45,3431280.0,AL,70,Little Uchee ,Auburn Road to Bishops Bridge,"['32.509498596191', '-85.184600830078']","['32.496200561523', '-85.17440032959']",III,Little Uchee Creek,0.00048252210417181775
46,453506.0,AL,67,"Little, E. Fork ",Lahusage to Rt. 35,"['34.521999359131', '-85.525001525879']","['34.458599090576', '-85.581802368164']",II(III),Little Fork,3.688819626317573
47,453506.0,AL,4618,"Little, W. Fork ",1. Desoto Falls to Cloudmont,"['34.5488', '-85.5901']","['34.5342', '-85.599']",I-II(IV),Little Fork,3.700328427288588
48,453506.0,AL,4619,"Little, W. Fork ",2. Cloudmont to Lake Howard,"['34.5342', '-85.599']","['34.5087', '-85.6086']",I-II,Little Fork,3.7174248804515235
49,453506.0,AL,71,"Little, W. Fork ",3. Lake Howard to East Fork Little,"['34.509', '-85.609']","['34.456', '-85.583']",II-III+(IV),Little Fork,3.7440706849363807
50,15820609.0,AL,69,Little ,1. Hwy 35 to Upper Two,"['34.3958', '-85.6273']","['34.3663', '-85.6392']",IV-V,Little River,0.0016883794004930405
51,4269066.0,AL,3358,Little ,2. Upper Two to Eberhart Point,"['34.366298675537', '-85.639198303223']","['34.317501068115', '-85.672302246094']",III-IV(V),Clarks Fork Yellowstone River,0.0013383930663388279
53,19644742.0,AL,3620,Lively Creek ,State Rte. 73 to Long Island Creek,"['34.895000457764', '-85.621101379395']","['34.869800567627', '-85.668403625488']",III+,Lively Creek,0.0028806150012074577
54,18590544.0,AL,3026,Mill Creek (Blount Co.) ,Rt. 31 to Dirt rd off CR 5,"['33.921112060547', '-86.808891296387']","['33.92777633667', '-86.808891296387']",III,Mill Creek,0.003197641683641461
55,19625798.0,AL,3621,Mill Creek (Morgan Co.) ,Holmes Drake Rd to US Rte 31,"['34.330299377441', '-86.844299316406']","['34.328899383545', '-86.90119934082']",II-III,Mill Creek,0.004095050935475464
56,19644908.0,AL,3020,Miller/Long Island Creek ,Rt. 71 to Lake Guntersville,"['34.834800720215', '-85.642700195312']","['34.899200439453', '-85.713798522949']",V,Long Island Creek,0.029340849144781807
57,18588688.0,AL,72,"Mulberry Fork, Upper ",Center Hill- Blountville Road to US Route 31,"['34.1164', '-86.6151']","['33.999', '-86.7484']",I-II,Mulberry Fork,0.00128897013154159
58,18590354.0,AL,73,Mulberry Fork ,Above Old US 31 to Whitewater Drive,"['33.998402', '-86.746803']","['33.972401', '-86.774498']",II,Mulberry Fork,0.002297038310525245
59,18590420.0,AL,4151,Rice Creek ,CR 38 to CR 91,"['33.978698730469', '-86.89949798584']","['33.924800872803', '-86.921997070312']",IV,Rice Creek,0.008672529066573677
60,22205059.0,AL,3622,Salt Creek ,Salt Creek Rd to Henderson Lake Rd,"['33.498600006104', '-85.902496337891']","['33.534400939941', '-85.925201416016']",III-IV(V),Salt Creek,0.0011525115440772836
61,19649268.0,AL,74,Scarham Creek ,Double Bridges to Short Creek,"['34.325699', '-86.161797']","['34.332001', '-86.186996']",III+(V),Scarham Creek,0.0049035388241385315
62,19649160.0,AL,2619,Shoal Creek ,1st bridge to Double Bridges,"['34.354167938232', '-86.128608703613']","['34.327220916748', '-86.16194152832']",III,Shoal Creek,0.003007485903582989
63,19625408.0,AL,3021,Shoal Creek ,CR 240 to Wheeler Lake,"['34.390277862549', '-86.426391601562']","['34.42499923706', '-86.41527557373']",V,Shoal Creek,0.0015026071886781193
64,19650054.0,AL,75,Short Creek ,CR 409 to Guntersville Lake,"['34.300947', '-86.180982']","['34.370786616186', '-86.217063904856']",III-IV,Short Creek,0.003442426615052369
65,19649444.0,AL,3610,Short Creek ,Route 75 to Hustleville Rd.,"['34.293', '-86.1635']","['34.3202', '-86.2045']",II-III,Short Creek,0.0010386308295048019
68,22274352.0,AL,10780,Socapatoy Creek ,CR 111 to US 231 ,"['32.9657', '-86.1496']","['32.9441', '-86.2036']",III,Socapatoy Creek,0.012835731377669213
69,21712132.0,AL,4002,Sougahatchee Creek ,Co Rd 188 to Steel Bridge,"['32.626598358154', '-85.587600708008']","['32.61909866333', '-85.633399963379']",I-II(IV),Sougahatchee Creek,0.0036275610496306018
70,19648270.0,AL,78,South Sauty Creek ,Intersection of County Roads 43 and 56 to Bucks Pocket,"['34.4985', '-85.966']","['34.4759', '-86.0559']",III-IV,South Sauty Creek,0.0014445085669399789
71,23123397.0,AL,3664,South Sauty Creek ,Lower: Bucks Pocket to Guntersville Lake,"['34.475898742676', '-86.05590057373']","['34.513401031494', '-86.109703063965']",IV-V,Pacific Creek,0.01652479276723387
72,21712888.0,AL,3907,Stone Creek ,Oak Heights Rd to Tallapoosa river,"['32.536701202393', '-85.874603271484']","['32.509498596191', '-85.891296386719']",II(IV),Stone Creek,0.008974528132510243
73,19645918.0,AL,2735,Stringer Creek ,CR 38 to South Sauty Creek,"['34.520278930664', '-85.969444274902']","['34.513332366943', '-85.958335876465']",II(III),Stringer Creek,0.0068730628968059464
74,22205253.0,AL,3623,Talladega Creek ,"Skyway Mtwy to Waldo Bridge, State Rte 77","['33.328300476074', '-85.99040222168']","['33.378398895264', '-86.030197143555']",III,Talladega Creek,0.002960382111115426
75,21713318.0,AL,79,Tallapoosa ,Thurlow Dam to boat ramp,"['32.5321', '-85.8894']","['32.5091', '-85.8913']",II-IV,Tallapoosa River,0.0009304026010239222
79,19608439.0,AL,3874,Turkey Creek ,Walls of Jericho Gorge,"['35.046901702881', '-86.105201721191']","['34.983898162842', '-86.095001220703']",IV-V+,Turkey Creek,0.29802848087550793
81,22274814.0,AL,3625,Walnut Creek ,County Rd 32 to Lake Mitchell,"['32.886299133301', '-86.536003112793']","['32.863700866699', '-86.467903137207']",II-III,Walnut Creek,0.009086208604295024
83,18564869.0,AL,3611,"Warrior, Calvert Prong of the Locust Fork ",CR 33 to Deavers Town Rd,"['33.943298339844', '-86.558601379395']","['33.934898376465', '-86.582702636719']",II-III,Calvert Prong Little Warrior River,0.0044654824200915525
86,22274358.0,AL,83,Weogufka Creek ,Low Water Bridge to Ford,"['32.952899932861', '-86.335998535156']","['32.918598175049', '-86.410202026367']",I-II,Weogufka Creek,0.00967037391852287
87,19649288.0,AL,2616,Whippoorwill Creek ,CR 532 to Double Bridges,"['34.32559967041', '-86.148803710938']","['34.327098846435', '-86.161102294922']",II,Whippoorwill Creek,0.007385318350087781
88,15821329.0,AL,3024,Wolf Creek (LRC Tributary) ,Rt. 176 to Little River,"['34.371', '-85.664']","['34.364', '-85.664']",V+,Wolf Creek,0.10804053922486488
89,15821411.0,AL,3023,Wolf Creek (Weiss Lake Tributary) ,CR49 to CR47,"['34.258', '-85.738']","['34.251', '-85.716']",II-IV(V),Wolf Creek,0.0032216927227809947
90,15821505.0,AL,3841,Yellow Creek ,First Falls to Lake,"['34.224601745605', '-85.743103027344']","['34.222099304199', '-85.723899841309']",IV-V+,Yellow Creek,0.004901355018246695
91,166745458.0,AL,3626,"Yellowleaf Creek, North Fork ",Ivy Branch to Old Highway 280,"['33.367900848389', '-86.66300201416']","['33.35120010376', '-86.659301757812']",III+,Yellowleaf Creek,0.10982444088315764
97,399538.0,AR,10709,Illinois ,Siloam Springs Whitewater Recreational Park,"['36.1229', '-94.516']","['36.1243', '-94.5184']",II,Illinois River,0.006730428589624721
118,24224127.0,AR,4636,"Little Red, South Fork ",1) Headwaters to Koone Hollow (9.1 miles),"['35.6425', '-92.7439']","['35.5533', '-92.7312']",II+(III),Imnaha River,0.0006021934904930214
143,8588776.0,AR,10519,Possum Trot Hollow ,Nail to Walnut,"['35.8335', '-93.3158']","['35.7887', '-93.3609']",II-V+,Possum Trot Creek,0.25390678158725605
0,20412610.0,AZ,11228,Agua Fria ,Bloody Basin Road to Black Canyon City,"['34.257667', '-112.064028']","['34.069556', '-112.151917']",IV-V,Agua Fria River,0.0023826634256577947
1,21384136.0,AZ,109,Bill Williams ,01. Alamo Dam to US-95,"['34.232', '-113.601']","['34.292', '-114.076']",II-III,Bill Williams River,0.005910128255815229
2,20565185.0,AZ,111,"Black, E. Fork ","01. Diamond Rock 6.0 mi to Buffalo Xing, 12 mi to Wildcat Po...","['33.818', '-109.3']","['33.695', '-109.474']",I,Black Creek,1.4584998102132236
3,20565185.0,AZ,110,"Black, E. Fork ",02. Below Wildcat Point,"['33.695', '-109.474']","['33.738', '-110.225']",IV-V,Black Creek,1.5983577010143888
4,21354813.0,AZ,112,Blue ,01. Blue Crossing to Forest Service Road 475,"['33.497', '-109.213']","['33.272', '-109.198']",II+,Blue River,0.0012584232197481034
5,21740944.0,AZ,113,Chevelon Creek ,01. Woods Canyon Lake to Little Colorado River,"['34.333', '-110.935']","['34.951', '-110.522']",I-IV+,Chevelon Creek,0.05647277670701348
6,22428310.0,AZ,5523,Christopher Creek ,01. Box Canyon,"['34.307999', '-111.037003']","['34.284', '-111.068001']",none,Christopher Creek,0.0041562013906954855
7,20733845.0,AZ,114,Colorado ,18. Lee's Ferry to Lake Mead ,"['36.8657', '-111.585999']","['36.0905', '-114.103996']",III-IV,Colorado River,0.010458017259506958
8,21434297.0,AZ,3190,Colorado ,19. Black Canyon,"['36.009701', '-114.744003']","['35.868099', '-114.663002']",I,Colorado River,0.0016659753899714975
9,21321687.0,AZ,115,Eagle Creek ,01. Forest Service Road 217: Four Drag Ranch to Double Circl...,"['33.478', '-109.48']","['33.331', '-109.495']",II-IV,Eagle Creek,0.004475491481391231
10,20436952.0,AZ,116,East Verde ,01. US Route 87 to Verde River confluence,"['34.301', '-111.357']","['34.286', '-111.664']",III-V+,East Verde River,0.006088714560567574
11,20436770.0,AZ,5528,Ellison Creek ,01. CDOG,"['34.35', '-111.276']","['34.353', '-111.28']",V,Ellison Creek,0.0026504527915135307
12,1326973.0,AZ,5260,Fossil Creek ,01. Upper ,"['34.426', '-111.573']","['34.415', '-111.605']",II-III(V),Fryingpan River,0.0007799775637872781
13,20438452.0,AZ,5061,Fossil Creek ,02. Classic Section,"['34.415', '-111.605']","['34.394', '-111.63']",III+(IV),Fossil Creek,0.007976590750433506
15,21274496.0,AZ,118,Gila ,04. Kelvin to Ashurst-Hayden Dam,"['33.103', '-110.973']","['33.1', '-111.246']",I,Gila River,0.0008453401682145791
16,20691620.0,AZ,4513,Havasu Creek ,01. Falls to Colorado River,"['36.255001068115', '-112.69799804688']","['36.306999206543', '-112.76300048828']",II-III(V+),Havasu Creek,0.0008259564517966231
17,21743805.0,AZ,119,Little Colorado ,01. Below Grand Falls to above Black Falls,"['35.428001403809', '-111.19999694824']","['35.563999176025', '-111.26999664307']",II-III,Little Colorado River,0.0017380175812461483
18,20584660.0,AZ,6804,Little Colorado ,02. Dirt Road to Highway 4162,"['34.287', '-109.35']","['34.237', '-109.318']",IV-V(V+),Little Colorado River,0.004177552991881022
19,20516541.0,AZ,120,Little Colorado ,03. Cameron to Colorado River,"['35.876', '-111.41']","['36.191', '-111.803']",I-IV,Little Colorado River,0.0021376519829081407
20,1326973.0,AZ,11014,Oak Creek ,01. Upper Oak Creek,"['', '']","['', '']",V,Fryingpan River,0.0007799775637872781
21,20453242.0,AZ,11013,Oak Creek ,02. Oak Creek Indian Gardens,"['34.910353', '-111.728288']","['34.862054', '-111.762393']",IV,Oak Creek,0.003326721058338963
22,20453406.0,AZ,121,Oak Creek ,03. Lower Oak Creek/ Red Rock Crossing,"['34.858002', '-111.764']","['34.824845', '-111.808']",II-III+,Oak Creek,0.0035408932488991242
23,18267047.0,AZ,4531,Paria ,01. Highway bridge to Lee's Ferry,"['37.079421403634', '-111.89124584198']","['36.860463231728', '-111.59997940063']",III-V,Paria River,0.0041003499698399155
24,22438888.0,AZ,5521,Salome Creek ,01. The Jug,"['33.774', '-111.118']","['33.735', '-111.114']",V+,Salome Creek,0.16942945043881502
25,17002896.0,AZ,3842,Salt ,01. Fort Apache to US 60,"['33.793', '-109.996']","['33.798', '-110.504']",III-IV+(V+),Salt Wash,2.9878109086294247
27,17002896.0,AZ,123,Salt ,02. US 60 to Hwy 288 above Roosevelt Reservoir,"['33.796001434326', '-110.49900054932']","['33.647998809815', '-110.96399688721']",II-IV,Salt Wash,3.189538384683733
28,17002896.0,AZ,122,Salt ,02.5. Gleason Flats 19 mi. to Horseshoe Bend,"['33.77', '-110.685']","['33.639', '-110.796']",III-IV,Salt Wash,3.30381744285682
29,17000444.0,AZ,124,Salt ,03. Stewart Mountain Dam to Granite Reef Dam,"['33.556', '-111.542']","['33.514', '-111.682']",I,Salt Wash,3.976123076620752
31,20451460.0,AZ,4540,Sycamore Creek ,01. Headwaters to Verde River Confluence,"['35.178', '-111.998']","['34.863', '-112.078']",II-IV,Sycamore Creek,0.3180560843766416
33,20718388.0,AZ,4511,Tapeats Creek ,01. Thunder River to Colorado River,"['36.391998291016', '-112.45099639893']","['36.369998931885', '-112.46900177002']",III-IV,Tapeats Creek,0.002353751368926103
35,20451326.0,AZ,127,Verde ,01. Perkinsville to Clarkdale,"['34.895', '-112.204']","['34.767', '-112.039']",I,Verde River,0.007757899200173016
37,20451706.0,AZ,128,Verde ,03. Clarkdale to Camp Verde,"['34.767', '-112.039']","['34.572', '-111.856']",I,Verde River,0.005803167755645189
38,20454268.0,AZ,129,Verde ,04. Camp Verde to Beasley Flat,"['34.572', '-111.856']","['34.479', '-111.799']",I-II,Verde River,0.0046089098494093575
39,20436214.0,AZ,130,Verde ,05. Beasley Flat to Gap Creek,"['34.479', '-111.799']","['34.35', '-111.7']",II-IV,Verde River,0.003861828064531949
40,20436746.0,AZ,131,Verde ,06. Childs to Horseshoe Reservoir,"['34.349998', '-111.699997']","['34', '-111.707001']",I-III,Verde River,0.0010278117531945566
41,20440838.0,AZ,132,Verde ,07. Horseshoe Reservoir to Bartlett Reservoir,"['33.982', '-111.708']","['33.877', '-111.611']",I-II,Verde River,0.003023325983072788
42,20440790.0,AZ,133,Verde ,08. Bartlett Reservoir to confluence with Salt River,"['33.818', '-111.631']","['33.547', '-111.66']",I-II,Verde River,0.00020024984394470083
43,4916072.0,AZ,4518,Virgin ,04. Upper Gorge: I-15 at mile 23 to Cedar Pockets Rest Area,"['36.971', '-113.729']","['36.95', '-113.797']",III,Virgin River,0.0033263277048397647
44,4916124.0,AZ,4519,Virgin ,05. Lower Gorge: I-15 at Cedar Pockets Rest Area to Littlefi...,"['36.95', '-113.797']","['36.921', '-113.882']",IV,Virgin River,0.0012566025624652227
45,20454582.0,AZ,135,Wet Beaver Creek ,01. FR 618 to Camp Verde Bridge,"['34.671', '-111.708']","['34.633', '-111.825']",I,Wet Beaver Creek,0.00637530391433131
46,20488210.0,AZ,4532,"White River, East Fork ",01. Roadside Route Y55,"['33.838', '-109.797']","['33.826', '-109.87']",III+,White River,0.20594511099078086
0,2808565.0,CA,4430,Alameda Creek ,Sunol to Niles Junction near Fremont,"['37.595199584961', '-121.90299987793']","['37.580109732045', '-121.96591258136']",III,Alameda Creek,0.017559715072956925
1,10734422.0,CA,142,"American, Middle Fork (N. Fork of) ",Last Chance Trail to confluence with Middle Fork,"['39.1014', '-120.655']","['39.0106', '-120.745']",IV-V,Middle Fork Cat Creek,1.94797682420762
6,11432095.0,CA,5157,"American, N. Fork ", 0.5 Royal Gorge: Soda Springs Road to Tadpole Creek,"['39.2476', '-120.354']","['39.2147', '-120.574']",V+,American Flat Wash,0.6675788656361129
7,11432095.0,CA,137,"American, N. Fork ",1. Generation Gap: Tadpole Creek to Euchre Bar,"['39.214698791504', '-120.56700134277']","['39.185001373291', '-120.75']",IV-V,American Flat Wash,0.8823495936388086
8,11432095.0,CA,138,"American, N. Fork ",2. Giant Gap: Euchre Bar to Colfax-Iowa Hill Road,"['39.185658', '-120.761405']","['39.099589', '-120.925137']",IV-V,American Flat Wash,1.0785397365999054
9,11432095.0,CA,139,"American, N. Fork ",3. Chamberlain Falls: Colfax-Iowa Hill Road to Yankee Jims R...,"['39.09939956665', '-120.92500305176']","['39.041000366211', '-120.90299987793']",IV,American Flat Wash,1.2514237170060782
